I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,Trobb90,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,Trobb90
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,boost,boost_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,boost,boost_active,double_jump_active,jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.9988322257995605,0.04085109755396843,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.039100646972656,0.04026830196380615,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.079534530639648,0.040434498339891434,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.1201372146606445,0.040602799504995346,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.160346984863281,0.040209200233221054,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.20183801651001,0.041490599513053894,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.243351936340332,0.041513603180646896,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.284399032592773,0.04104689881205559,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.324779987335205,0.040380898863077164,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.36505126953125,0.04027140140533447,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.406988143920898,0.041937097907066345,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.450292110443115,0.04330350086092949,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.492580413818359,0.04228860139846802,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.534780502319336,0.042200200259685516,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.577793121337891,0.043012797832489014,300,,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.615610122680664,0.03781700134277344,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.660788059234619,0.04517719894647598,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.703638076782227,0.04285000264644623,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.73924446105957,0.035606399178504944,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.781994342803955,0.04274969920516014,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.828100204467773,0.0461059994995594,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.87076473236084,0.04266459867358208,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.913285255432129,0.042520999908447266,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.960184097290039,0.046899400651454926,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.002696990966797,0.042512502521276474,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.045322418212891,0.04262549802660942,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.092048168182373,0.0467258021235466,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.125773906707764,0.03372589871287346,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.168397426605225,0.042623501271009445,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.210816860198975,0.04241969808936119,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.249027252197266,0.03821039944887161,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.291300296783447,0.04227280244231224,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.333938121795654,0.042637597769498825,300,3.0,,,,
2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,255.0,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.376434326171875,0.042496200650930405,300,3.0,,,,
