µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,µ,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,agusthepro_1,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,µ,agusthepro_1
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,jump_active,double_jump_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,boost,boost_active,dodge_active,double_jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.56434631347656,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.59906005859375,0.034722499549388885,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.63377380371094,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.668487548828125,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.70320129394531,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.7379264831543,0.03473290055990219,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.772640228271484,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.80735397338867,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.84206771850586,0.03472279757261276,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.87678909301758,0.03472680225968361,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.911502838134766,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.94621658325195,0.034722696989774704,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,42.98093032836914,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.01564407348633,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.050357818603516,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.08509063720703,0.034739900380373,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.11981964111328,0.034735098481178284,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.15453338623047,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.18925094604492,0.034723199903964996,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.22396469116211,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.2586784362793,0.03472280129790306,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.293392181396484,0.03472279757261276,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.32810592651367,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.36281967163086,0.034722600132226944,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.39753341674805,0.034722499549388885,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.4322509765625,0.03472379967570305,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.46696472167969,0.03472280129790306,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.501678466796875,0.034722700715065,278,3.0,True,,,
0.0,4608.0,16.68000030517578,-0.5999999865889549,0.0,60.79999923706055,5.799999833106995,0.0,-2.0999999344348907,255.0,128.0,,0.009223970179095573,-1.57159915221129,-3.702318151434212e-06,85.0,False,False,False,False,0.0,-4608.0,16.450000762939453,0.0,0.0,75.9000015258789,-8.600000143051147,0.0,0.0,255.0,,,0.008987456921161577,1.5707860058233882,7.583205295776701e-06,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.53639221191406,0.034722499549388885,278,3.0,True,,,
0.0,4607.4599609375,17.010000228881836,-0.3999999910593033,-430.0,0.7999999821186066,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544407408757562,-1.5717804589947686,-4.696660377943408e-06,82.01201723467919,True,False,False,False,0.0,-4607.4599609375,17.010000228881836,0.0,430.0,0.7999999821186066,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,82.01201723467919,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.57112121582031,0.0347352996468544,278,0.0,False,1.0,,
0.0,4607.4599609375,17.010000228881836,-0.3999999910593033,-430.0,0.7999999821186066,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544407408757562,-1.5717804589947686,-4.696660377943408e-06,79.02513555301132,True,False,False,False,0.0,-4607.4599609375,17.010000228881836,0.0,430.0,0.7999999821186066,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,79.02513555301132,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.6058349609375,0.034722499549388885,278,0.0,False,1.0,,
0.0,4594.3798828125,17.010000228881836,-2.3999999463558197,-2472.2999572753906,0.0,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,76.0372902629196,True,False,False,False,0.0,-4594.3798828125,17.010000228881836,0.0,2472.2999572753906,0.0,0.5999999865889549,0.0,0.0,255.0,,,0.009506261373864499,1.5707884064824986,7.591761980418208e-06,False,76.0372902629196,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.640560150146484,0.03473370149731636,278,0.0,False,1.0,,
0.0,4589.77978515625,17.010000228881836,-2.800000011920929,-2860.10009765625,0.0,-0.5000000074505806,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,73.0503999289646,True,False,False,False,0.0,-4589.77978515625,17.010000228881836,0.0,2860.10009765625,0.0,0.5000000074505806,0.0,0.0,255.0,,,0.009506261373864499,1.5707884064824986,7.591761980418208e-06,False,73.0503999289646,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.67527389526367,0.034722600132226944,278,0.0,False,1.0,,
0.0,4572.18017578125,17.010000228881836,-3.799999952316284,-3984.2001342773438,0.0,-0.3999999910593033,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,70.06350959500959,True,False,False,False,0.0,-4589.77978515625,17.010000228881836,0.0,2860.10009765625,0.0,0.5000000074505806,0.0,0.0,255.0,,,0.009506261373864499,1.5707884064824986,7.591761980418208e-06,False,70.06350959500959,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.70998764038086,0.034722600132226944,278,0.0,False,1.0,,
0.0,4572.18017578125,17.010000228881836,-3.799999952316284,-3984.2001342773438,0.0,-0.3999999910593033,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,67.07660227693538,True,False,False,False,1.9299999475479126,-4561.89013671875,17.010000228881836,547.2000122070312,4361.499938964844,0.09999999776482582,0.0,-3.100000023841858,-1326.0000610351562,255.0,0.0,,0.00948867156887292,1.5213885735267592,-0.0002115607903480743,False,67.07660227693538,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.74470138549805,0.03472279757261276,278,0.0,False,1.0,,
0.0,4572.18017578125,17.010000228881836,-3.799999952316284,-3984.2001342773438,0.0,-0.3999999910593033,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,64.08969463840609,True,False,False,False,1.9299999475479126,-4561.89013671875,17.010000228881836,547.2000122070312,4361.499938964844,0.09999999776482582,0.0,-3.100000023841858,-1326.0000610351562,255.0,0.0,,0.00948867156887292,1.5213885735267592,-0.0002115607903480743,False,64.08969463840609,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.779415130615234,0.03472280129790306,278,0.0,False,1.0,,
0.0,4525.93994140625,17.010000228881836,-5.600000023841858,-5900.2001953125,0.0,-0.09999999776482582,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,61.10281295673823,True,False,False,False,8.979999542236328,-4518.18017578125,17.010000228881836,945.0,5989.000244140625,-0.3999999910593033,0.7999999821186066,6.600000262260437,-797.7999877929688,255.0,128.0,,0.009491806181360104,1.4055739845836004,-1.270933227633772e-05,False,61.10281295673823,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.81412887573242,0.034722499549388885,278,0.0,False,1.0,,
0.0,4525.93994140625,17.010000228881836,-5.600000023841858,-5900.2001953125,0.0,-0.09999999776482582,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,58.115931275070366,True,False,False,False,8.979999542236328,-4518.18017578125,17.010000228881836,945.0,5989.000244140625,-0.3999999910593033,0.7999999821186066,6.600000262260437,-797.7999877929688,255.0,128.0,,0.009491806181360104,1.4055739845836004,-1.270933227633772e-05,False,58.115931275070366,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.84884262084961,0.034722499549388885,278,0.0,False,1.0,,
-0.07999999821186066,4469.3798828125,17.010000228881836,-7.099999785423279,-7491.400146484375,0.0,0.0,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,55.12904094111536,True,False,False,False,8.979999542236328,-4518.18017578125,17.010000228881836,945.0,5989.000244140625,-0.3999999910593033,0.7999999821186066,6.600000262260437,-797.7999877929688,255.0,128.0,,0.009491806181360104,1.4055739845836004,-1.270933227633772e-05,False,55.12904094111536,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.8835563659668,0.034722600132226944,278,0.0,False,1.0,,
-0.07999999821186066,4469.3798828125,17.010000228881836,-7.099999785423279,-7491.400146484375,0.0,0.0,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,52.14215060716036,True,False,False,False,18.799999237060547,-4461.169921875,17.010000228881836,1385.2000427246094,7512.0001220703125,-0.29999999329447746,-0.19999999552965164,-0.7000000029802322,-149.7000026702881,255.0,128.0,,0.009508030119366573,1.376091559834329,0.00018296620193858113,False,52.14215060716036,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.918270111083984,0.034722600132226944,278,0.0,False,1.0,,
-0.07999999821186066,4469.3798828125,17.010000228881836,-7.099999785423279,-7491.400146484375,0.0,0.0,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,49.1552689254925,True,False,False,False,18.799999237060547,-4461.169921875,17.010000228881836,1385.2000427246094,7512.0001220703125,-0.29999999329447746,-0.19999999552965164,-0.7000000029802322,-149.7000026702881,255.0,128.0,,0.009508030119366573,1.376091559834329,0.00018296620193858113,False,49.1552689254925,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.95298385620117,0.034722499549388885,278,0.0,False,1.0,,
-0.1899999976158142,4392.60009765625,17.010000228881836,-8.600000143051147,-9090.499877929688,0.0,0.19999999552965164,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,76.013109666045,True,False,False,False,33.720001220703125,-4384.5498046875,17.010000228881836,1807.7000427246094,9044.69970703125,-0.29999999329447746,-0.19999999552965164,-1.0000000149011612,-26.19999885559082,255.0,128.0,,0.009535025730785155,1.3701479413779925,3.7021572498978315e-05,False,46.1683785915375,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,43.98769760131836,0.034722600132226944,278,0.0,False,1.0,,1.0
-0.1899999976158142,4392.60009765625,17.010000228881836,-8.600000143051147,-9090.499877929688,0.0,0.19999999552965164,0.0,0.0,255.0,128.0,,0.009506263896661385,-1.5717807466540656,2.950736213050565e-06,73.02622798437713,True,False,False,False,33.720001220703125,-4384.5498046875,17.010000228881836,1807.7000427246094,9044.69970703125,-0.29999999329447746,-0.19999999552965164,-1.0000000149011612,-26.19999885559082,255.0,128.0,,0.009535025730785155,1.3701479413779925,3.7021572498978315e-05,False,74.01311831833213,True,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,44.02241134643555,0.034722499549388885,278,0.0,False,1.0,,
