Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,Twitch iycro,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,[AiR] Rindsnille,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,Twitch iycro,[AiR] Rindsnille
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,jump_active,double_jump_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,dodge_active,double_jump_active,boost,boost_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,170.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.741091251373291,0.03333410248160362,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.774441242218018,0.03335089981555939,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.807796001434326,0.03335599973797798,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.841128826141357,0.033334098756313324,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.874461650848389,0.03333419933915138,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.90779447555542,0.033334098756313324,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.941127300262451,0.03333410248160362,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,253.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.974460124969482,0.03333419933915138,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,253.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.007792949676514,0.033334098756313324,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,253.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.041125774383545,0.03333380073308945,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.074458599090576,0.03333419933915138,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.107791423797607,0.033333901315927505,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.141124248504639,0.033333901315927505,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.17445707321167,0.033334098756313324,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.207789897918701,0.03333419933915138,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.241122722625732,0.033334098756313324,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.274455547332764,0.033333901315927505,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.307788372039795,0.03333419933915138,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.341121196746826,0.033333901315927505,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.374500751495361,0.033380500972270966,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.4085774421691895,0.03407759964466095,300,,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.44474458694458,0.03616819903254509,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.481828689575195,0.037085000425577164,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.515161514282227,0.033333901315927505,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.548494338989258,0.03333419933915138,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.5818328857421875,0.033339597284793854,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.615165710449219,0.03333420306444168,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.64849853515625,0.03333379700779915,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.681831359863281,0.03333410248160362,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.71618127822876,0.03435070067644119,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.749514102935791,0.033333998173475266,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,128.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.782846927642822,0.033334098756313324,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.8161797523498535,0.03333420306444168,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.849512577056885,0.03333419933915138,300,3.0,,,,
0.0,-4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,85.0,False,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.882845401763916,0.03333389759063721,300,3.0,,,,
