night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,night.,Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),Happiest guy :),ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,night.,Happiest guy :)
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,boost,boost_active,double_jump_active,jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,double_jump_active,jump_active,boost,boost_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,255.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.8013100624084473,0.12200769782066345,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,255.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.8352572917938232,0.03394730016589165,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,255.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.8686063289642334,0.03334919735789299,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,255.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.906069040298462,0.03746290132403374,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,128.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.9429783821105957,0.0369098000228405,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,128.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.9793331623077393,0.036354999989271164,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,128.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.015023708343506,0.03569069877266884,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,128.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.0501179695129395,0.03509410098195076,300,,,,,
0.0,-4608.0,18.649999618530273,0.0,0.0,2.199999988079071,0.5000000074505806,0.0,0.0,128.0,,,0.006019601132688354,1.5707900099302323,-1.9028357249885527e-08,False,85.0,False,False,False,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,False,85.0,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.084675312042236,0.03455740213394165,300,,,,,
