I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,Robloxlegend844,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,Robloxlegend844
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,double_jump_active,jump_active,boost,boost_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,double_jump_active,dodge_active,jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.580987930297852,0.03785279765725136,300,,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.627351760864258,0.04636380076408386,300,,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.668130397796631,0.04077870026230812,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.706493377685547,0.038363099098205566,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.745880126953125,0.0393868014216423,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.786674976348877,0.04079490154981613,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.822575569152832,0.035900697112083435,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.864485263824463,0.0419096015393734,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.903840065002441,0.039354801177978516,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.9415740966796875,0.03773399814963341,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.98341178894043,0.041837502270936966,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.018938064575195,0.03552669659256935,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.061598777770996,0.042660903185606,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,0.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.101726055145264,0.04012729972600937,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,5.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.137008190155029,0.03528190031647682,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,203.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.177049160003662,0.040041398257017136,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,240.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,167.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.21795129776001,0.04090210050344467,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.5000000074505806,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,240.0,True,0.00954440821332465,1.570101992479889,-3.313609553170254e-06,False,False,False,85.0,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,167.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.252954006195068,0.03500320017337799,300,3.0,,,,
