I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,IIllIIIIllllII,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,IIllIIIIllllII
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,boost,boost_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,jump_active,dodge_active,double_jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.937620639801025,0.0341763012111187,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.981137275695801,0.043516598641872406,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.025478839874268,0.04434160143136978,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.069065093994141,0.04358629882335663,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.112433433532715,0.043368399143218994,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.154890537261963,0.04245680198073387,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.197460651397705,0.04257019981741905,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.240475654602051,0.04301539808511734,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,False,False,85.0,False,False,-2048.0,-2560.0,18.649999618530273,0.0,0.0,2.800000011920929,0.5999999865889549,-0.09999999776482582,0.0,,,,0.006022619516410259,0.7854030935963747,-3.3749233365306305e-05,85.0,False,False,False,False,0.0,0.0,92.44999694824219,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.28279972076416,0.0423240028321743,300,,,,,
