I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,B0ngWater72,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,B0ngWater72
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,double_jump_active,dodge_active,boost,boost_active,jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,dodge_active,jump_active,double_jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.407306671142578,0.03384999930858612,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.442037582397461,0.03473040089011192,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.479937553405762,0.03789939731359482,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.513368606567383,0.03343060240149498,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.558548927307129,0.04517999663949013,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.602245330810547,0.043695900589227676,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.635584831237793,0.033339500427246094,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.679206848144531,0.04362279921770096,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.724708557128906,0.04550060257315636,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.768318176269531,0.043609198182821274,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.81186580657959,0.04354799911379814,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.845598220825195,0.03373270109295845,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.891324043273926,0.04572650045156479,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.934805870056152,0.043480999767780304,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,12.975648880004883,0.04084230214357376,300,3.0,,,,
256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,False,85.0,False,False,-256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,13.01636028289795,0.04071179777383804,300,3.0,,,,
