I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,slugs?,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,slugs?
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,jump_active,double_jump_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,boost,boost_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.399885654449463,0.039344701915979385,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.439432621002197,0.03954719752073288,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.478888988494873,0.03945690020918846,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.518233776092529,0.03934450075030327,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.5582275390625,0.03999349847435951,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.597593784332275,0.039365701377391815,300,,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.632757186889648,0.03516320139169693,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.679020404815674,0.04626339673995972,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.7209320068359375,0.04191160202026367,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.762508392333984,0.04157640039920807,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.807794570922852,0.0452863983809948,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.852015495300293,0.04422080144286156,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.886783599853516,0.03476810082793236,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.92985200881958,0.04306839779019356,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.9727630615234375,0.04291130229830742,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.011744022369385,0.03898099809885025,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.056556701660156,0.044812701642513275,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.098815441131592,0.042258698493242264,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.143710136413574,0.04489440098404884,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.187268257141113,0.04355799779295921,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.223345756530762,0.03607720136642456,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.261686325073242,0.038340501487255096,300,3.0,,,,
2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,,,0.009538515963756761,-2.356183709263073,2.1180273775665797e-05,85.0,False,False,False,False,-2048.0,-2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,0.016816619986595508,0.7854169479510641,-1.2199205715005629e-05,False,False,85.0,False,False,0.0,0.0,92.75,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.301446437835693,0.039760299026966095,300,3.0,,,,
