I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,drkuset_,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,drkuset_
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,dodge_active,double_jump_active,jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,dodge_active,boost,boost_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
-1791.510009765625,3918.409912109375,17.010000228881836,-12716.400146484375,4096.700134277344,-0.3999999910593033,1.5999999642372131,-0.7999999821186066,-61.599998474121094,255.0,128.0,False,0.009540051388293782,2.821559005283554,9.41920438966495e-05,76.90854189729171,True,6,False,8,801.1699829101562,4260.509765625,17.020000457763672,-9962.19970703125,10933.1005859375,1.2999999523162842,0.5000000074505806,-0.29999999329447746,2869.8001098632812,208.0,255.0,False,0.009606086511956305,2.4740541047872253,5.515308395656829e-05,12,False,10,229.0,False,-3497.239990234375,3537.489990234375,115.37000274658203,-2640.5999755859375,3896.199951171875,-217.09999084472656,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,-0.0643559574760782,-3.0607319281397984,1.9759313111730945,48.55086898803711,0.0403762012720108,271,,True,1.0,,
-1791.510009765625,3918.409912109375,17.010000228881836,-12716.400146484375,4096.700134277344,-0.3999999910593033,1.5999999642372131,-0.7999999821186066,-61.599998474121094,255.0,128.0,False,0.009540051388293782,2.821559005283554,9.41920438966495e-05,73.84589245755178,True,6,False,8,801.1699829101562,4260.509765625,17.020000457763672,-9962.19970703125,10933.1005859375,1.2999999523162842,0.5000000074505806,-0.29999999329447746,2869.8001098632812,208.0,255.0,False,0.009606086511956305,2.4740541047872253,5.515308395656829e-05,12,False,10,229.0,False,-3501.639892578125,3543.989990234375,114.87000274658203,-2639.2001342773438,3894.2001342773438,-325.29998779296875,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,-0.02024441210953304,-3.11586853104282,2.0491382363438033,48.58646774291992,0.035603299736976624,271,,True,1.0,,
-1901.550048828125,3954.550048828125,17.010000228881836,-13577.900390625,4504.800109863281,-0.29999999329447746,0.09999999776482582,-0.7000000029802322,-15.499999523162842,255.0,128.0,False,0.009563449813654598,2.818957198256643,2.3333853189523248e-05,70.78756147046236,True,6,False,8,689.030029296875,4348.5400390625,17.020000457763672,-12115.899658203125,6950.999755859375,1.2999999523162842,0.9000000357627869,-0.19999999552965164,2572.9000854492188,209.0,183.0,False,0.00959617233492454,2.748559377119811,-1.2726160817490246e-05,12,False,10,229.0,False,-3514.840087890625,3563.429931640625,112.29000091552734,-2635.0,3888.2000732421875,-649.3000030517578,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.13371996680562329,3.0221330938178927,2.254191145013544,48.62201690673828,0.03555309772491455,271,,True,1.0,,
-1901.550048828125,3954.550048828125,17.010000228881836,-13577.900390625,4504.800109863281,-0.29999999329447746,0.09999999776482582,-0.7000000029802322,-15.499999523162842,255.0,195.0,False,0.009563449813654598,2.818957198256643,2.3333853189523248e-05,67.86357871178652,True,6,False,8,689.030029296875,4348.5400390625,17.020000457763672,-12115.899658203125,6950.999755859375,1.2999999523162842,0.9000000357627869,-0.19999999552965164,2572.9000854492188,209.0,183.0,False,0.00959617233492454,2.748559377119811,-1.2726160817490246e-05,12,False,10,229.0,False,-3523.610107421875,3576.389892578125,109.66999816894531,-2632.2000122070312,3884.2001342773438,-865.0,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.2509254508770502,2.942139365703873,2.3807788950180493,48.656005859375,0.03399129956960678,271,,True,1.0,,
-2018.22998046875,3993.469970703125,17.010000228881836,-14350.699462890625,4798.399963378906,-0.29999999329447746,0.09999999776482582,-0.5000000074505806,-3.799999952316284,255.0,255.0,False,0.009574105827704104,2.8183012635139018,1.8460828096197777e-05,64.78651199802269,True,6,False,8,604.989990234375,4386.02001953125,17.020000457763672,-12908.800048828125,4707.699890136719,0.9000000357627869,1.899999976158142,-0.3999999910593033,1655.8000183105469,209.0,152.0,False,0.009589221282408569,2.88894179678727,-0.0001574093741519987,12,False,10,229.0,False,-3532.3701171875,3589.330078125,106.33000183105469,-2629.4000244140625,3880.1998901367188,-1080.5999755859375,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.376929565599744,2.8754382191170946,2.502052009468698,48.691776275634766,0.035770900547504425,271,,True,1.0,,
-2018.22998046875,3993.469970703125,17.010000228881836,-14350.699462890625,4798.399963378906,-0.29999999329447746,0.09999999776482582,-0.5000000074505806,-3.799999952316284,255.0,255.0,False,0.009574105827704104,2.8183012635139018,1.8460828096197777e-05,67.0,False,6,False,8,604.989990234375,4386.02001953125,17.020000457763672,-12908.800048828125,4707.699890136719,0.9000000357627869,1.899999976158142,-0.3999999910593033,1655.8000183105469,209.0,152.0,False,0.009589221282408569,2.88894179678727,-0.0001574093741519987,12,False,10,229.0,False,-3543.320068359375,3605.47998046875,101.1500015258789,-2625.8999633789062,3875.1998901367188,-1349.7000122070312,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.5436067832117729,2.8114749798796286,2.6510909922732915,48.7266960144043,0.034920599311590195,271,,True,1.0,,
-2018.22998046875,3993.469970703125,17.010000228881836,-14350.699462890625,4798.399963378906,-0.29999999329447746,0.09999999776482582,-0.5000000074505806,-3.799999952316284,255.0,252.0,False,0.009574105827704104,2.8183012635139018,1.8460828096197777e-05,67.0,False,6,False,8,483.7699890136719,4416.72021484375,17.020000457763672,-13410.400390625,2216.1000061035156,1.0000000149011612,-3.0000001192092896,0.19999999552965164,1800.5999755859375,209.0,252.0,False,0.009567904138209894,3.027725959835327,-3.198303536278603e-05,12,False,10,229.0,False,-3552.080078125,3618.39990234375,96.20999908447266,-2623.0999755859375,3871.199951171875,-1564.7999572753906,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.6819655442527773,2.7779461260131773,2.7736872058145208,48.7618408203125,0.03514900058507919,271,,True,1.0,,
-2154.43994140625,4037.280029296875,17.010000228881836,-15341.8994140625,4522.5,-0.09999999776482582,-3.100000023841858,0.7000000029802322,1201.9999694824219,255.0,128.0,False,0.009582539616640125,2.8579576708420213,0.00020675835850929078,67.0,False,6,False,8,483.7699890136719,4416.72021484375,17.020000457763672,-13410.400390625,2216.1000061035156,1.0000000149011612,-3.0000001192092896,0.19999999552965164,1800.5999755859375,209.0,252.0,False,0.009567904138209894,3.027725959835327,-3.198303536278603e-05,12,False,10,229.0,False,-3556.449951171875,3624.85009765625,93.47000122070312,-2621.7001342773438,3869.2001342773438,-1672.2000122070312,-4241.9000244140625,-2875.7000732421875,-3120.2999877929688,1.0,0.752165088425312,2.7684015334478707,2.8382819269655895,48.796836853027344,0.03499710187315941,271,,True,1.0,,
-2154.43994140625,4037.280029296875,17.010000228881836,-15341.8994140625,4522.5,-0.09999999776482582,-3.100000023841858,0.7000000029802322,1201.9999694824219,255.0,128.0,False,0.009582539616640125,2.8579576708420213,0.00020675835850929078,67.0,False,6,False,8,371.42999267578125,4425.2099609375,17.020000457763672,-13485.799560546875,20.499999523162842,1.0999999940395355,0.0,-0.19999999552965164,2123.2000732421875,208.0,255.0,False,0.009556419134257796,-3.087599352437039,4.75798045742544e-05,12,False,10,229.0,False,-3569.530029296875,3644.169921875,95.88999938964844,-2618.599853515625,3864.2001342773438,817.3999786376953,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,0.9631519126727277,2.781756213036593,3.061708730632482,48.834266662597656,0.037430498749017715,271,,True,1.0,,
-2284.179931640625,4068.780029296875,17.010000228881836,-15690.0,3011.099853515625,2.3000000417232513,1.2999999523162842,-0.09999999776482582,1800.8999633789062,255.0,128.0,False,0.009605645727864816,2.9914046868070985,0.00018079695650959006,67.0,False,6,False,8,371.42999267578125,4425.2099609375,17.020000457763672,-13485.799560546875,20.499999523162842,1.0999999940395355,0.0,-0.19999999552965164,2123.2000732421875,208.0,255.0,False,0.009556419134257796,-3.087599352437039,4.75798045742544e-05,12,False,10,229.0,False,-3578.25,3657.050048828125,98.16999816894531,-2615.7998657226562,3860.1998901367188,599.7999954223633,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,1.099618815121744,2.850579322114073,-3.020391103319852,48.87594223022461,0.04167310148477554,271,,True,1.0,,
-2284.179931640625,4068.780029296875,17.010000228881836,-15690.0,3011.099853515625,2.3000000417232513,1.2999999523162842,-0.09999999776482582,1800.8999633789062,255.0,129.0,False,0.009605645727864816,2.9914046868070985,0.00018079695650959006,67.0,False,6,False,8,260.239990234375,4414.7900390625,17.020000457763672,-13159.89990234375,-2299.499969482422,1.0999999940395355,0.29999999329447746,0.0,2213.3999633789062,209.0,225.0,False,0.009560602453068,-2.905878873030023,5.09613772340031e-05,12,False,10,229.0,False,-3595.68994140625,3682.75,100.52999877929688,-2610.1998901367188,3852.2000122070312,165.30000686645508,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,1.3122609237889609,-2.888975428938881,-2.2230103286236806,48.91778564453125,0.04184509813785553,271,,True,1.0,,
-2415.610107421875,4086.830078125,17.010000228881836,-15817.7001953125,1571.300048828125,2.0999999344348907,2.0999999344348907,-0.09999999776482582,558.3000183105469,255.0,132.0,False,0.009586159594631086,3.087663647754599,-0.00014521745483484153,67.0,False,6,False,8,260.239990234375,4414.7900390625,17.020000457763672,-13159.89990234375,-2299.499969482422,1.0999999940395355,0.29999999329447746,0.0,2213.3999633789062,209.0,225.0,False,0.009560602453068,-2.905878873030023,5.09613772340031e-05,12,False,10,229.0,False,-3600.030029296875,3689.169921875,100.66999816894531,-2608.800048828125,3850.1998901367188,56.90000057220459,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,1.3298225860306014,-2.611731356276706,-1.8833961773066876,48.951168060302734,0.033385299146175385,271,,True,1.0,,
-2415.610107421875,4086.830078125,17.010000228881836,-15817.7001953125,1571.300048828125,2.0999999344348907,2.0999999344348907,-0.09999999776482582,558.3000183105469,255.0,183.0,,0.009586159594631086,3.087663647754599,-0.00014521745483484153,67.0,False,6,False,8,260.239990234375,4414.7900390625,17.020000457763672,-13159.89990234375,-2299.499969482422,1.0999999940395355,0.29999999329447746,0.0,2213.3999633789062,209.0,225.0,,0.009560602453068,-2.905878873030023,5.09613772340031e-05,12,False,10,229.0,False,-3613.050048828125,3708.409912109375,100.01000213623047,-2604.5999145507812,3844.2001342773438,-267.8000068664551,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,1.247475157654901,-1.8916838429796012,-0.9757320119506024,48.99256134033203,0.04139120131731033,271,,True,1.0,,
-2547.6201171875,4095.669921875,17.010000228881836,-15852.099609375,751.9999694824219,2.0999999344348907,-0.9000000357627869,0.0,152.7999973297119,255.0,188.0,,0.009585736895978863,3.1113201630981626,-0.00012891783553277726,67.0,False,6,False,8,152.1199951171875,4388.490234375,17.020000457763672,-12875.0,-3611.7999267578125,0.7999999821186066,5.0,1.7000000178813934,72.89999961853027,209.0,34.0,,0.009574897246682541,-2.8060741126100726,-0.0002880835025926426,12,False,10,229.0,False,-3617.389892578125,3714.81005859375,99.43000030517578,-2603.2000732421875,3842.2000122070312,-375.9000015258789,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,1.19120703572931,-1.7678318550536591,-0.7885353598197077,49.02605438232422,0.03349199891090393,271,,True,1.0,,
-2547.6201171875,4095.669921875,17.010000228881836,-15852.099609375,751.9999694824219,2.0999999344348907,-0.9000000357627869,0.0,152.7999973297119,255.0,223.0,,0.009585736895978863,3.1113201630981626,-0.00012891783553277726,67.0,False,6,False,8,152.1199951171875,4388.490234375,17.020000457763672,-12875.0,-3611.7999267578125,0.7999999821186066,5.0,1.7000000178813934,72.89999961853027,209.0,34.0,,0.009574897246682541,-2.8060741126100726,-0.0002880835025926426,12,False,10,229.0,False,-3630.409912109375,3734.010009765625,96.61000061035156,-2598.9999389648438,3836.199951171875,-699.8999786376953,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,0.9940135180443743,-1.600250752545472,-0.4256865282082902,49.05961608886719,0.033563703298568726,271,,True,1.0,,
-2653.280029296875,4098.7998046875,17.010000228881836,-15837.7001953125,150.0,2.0999999344348907,-4.300000071525574,0.0,862.3999786376953,247.0,255.0,,0.009586676224046806,3.1369909625586954,2.6496184781367753e-05,67.0,False,6,False,8,44.380001068115234,4359.2001953125,17.020000457763672,-13032.5,-3230.7000732421875,1.0000000149011612,-2.0999999344348907,-0.5000000074505806,-1705.8000183105469,210.0,22.0,,0.009566548202886174,-2.900556420613022,-0.00042280844416940275,12,False,10,255.0,False,-3634.739990234375,3740.39990234375,95.30999755859375,-2597.60009765625,3834.2001342773438,-807.6999664306641,-4239.100036621094,-2872.6998901367188,-3120.2999877929688,1.0,0.9243016608804744,-1.5819491330329247,-0.33984050352214507,49.093597412109375,0.03398119658231735,271,,True,1.0,,34.0
-2653.280029296875,4098.7998046875,17.010000228881836,-15837.7001953125,150.0,2.0999999344348907,-4.300000071525574,0.0,862.3999786376953,242.0,255.0,,0.009586676224046806,3.1369909625586954,2.6496184781367753e-05,67.0,False,6,False,8,44.380001068115234,4359.2001953125,17.020000457763672,-13032.5,-3230.7000732421875,1.0000000149011612,-2.0999999344348907,-0.5000000074505806,-1705.8000183105469,210.0,22.0,,0.009566548202886174,-2.900556420613022,-0.00042280844416940275,12,False,10,255.0,False,-3643.389892578125,3753.169921875,93.5,-2602.39990234375,3841.0000610351562,581.3999938964844,-4209.4000244140625,-2851.9000244140625,-3120.2999877929688,1.0,0.7837137250880197,-1.5750311602914038,-0.19282570576549157,49.12740707397461,0.033810101449489594,271,,True,1.0,,
-2653.280029296875,4098.7998046875,17.010000228881836,-15837.7001953125,150.0,2.0999999344348907,-4.300000071525574,0.0,862.3999786376953,225.0,136.0,,0.009586676224046806,3.1369909625586954,2.6496184781367753e-05,67.0,False,6,False,8,44.380001068115234,4359.2001953125,17.020000457763672,-13032.5,-3230.7000732421875,1.0000000149011612,-2.0999999344348907,-0.5000000074505806,-1705.8000183105469,210.0,22.0,,0.009566548202886174,-2.900556420613022,-0.00042280844416940275,12,False,10,255.0,False,-3656.409912109375,3772.3701171875,95.44999694824219,-2598.2000732421875,3835.0,255.49999237060547,-4209.4000244140625,-2851.9000244140625,-3120.2999877929688,1.0,0.5760275182587431,-1.6121850199361016,-0.003763098634054221,49.16147232055664,0.03406300023198128,271,,True,1.0,,
-2784.760009765625,4094.14990234375,17.010000228881836,-15697.5,-1258.1999969482422,2.199999988079071,0.19999999552965164,0.0,1709.1999816894531,223.0,128.0,,0.009592968288634303,-3.02917358302187,0.00015614817544161796,67.0,False,6,False,8,-65.62000274658203,4337.47998046875,17.020000457763672,-13317.19970703125,-2158.300018310547,0.7000000029802322,-6.1000001430511475,-1.0999999940395355,-897.3999786376953,211.0,124.0,,0.009570989289926425,-3.0260186847788,-1.3707908606124653e-05,12,False,10,255.0,False,-3665.050048828125,3785.139892578125,95.8499984741211,-2595.4000854492188,3831.0000610351562,38.499999046325684,-4209.4000244140625,-2851.9000244140625,-3120.2999877929688,1.0,0.44202047148220297,-1.6583387700214636,0.1150957002566767,49.1954460144043,0.03397329896688461,271,,True,1.0,,
-2784.760009765625,4094.14990234375,17.010000228881836,-15697.5,-1258.1999969482422,2.199999988079071,0.19999999552965164,0.0,1709.1999816894531,173.0,128.0,,0.009592968288634303,-3.02917358302187,0.00015614817544161796,67.0,False,6,False,8,-65.62000274658203,4337.47998046875,17.020000457763672,-13317.19970703125,-2158.300018310547,0.7000000029802322,-6.1000001430511475,-1.0999999940395355,-897.3999786376953,211.0,124.0,,0.009570989289926425,-3.0260186847788,-1.3707908606124653e-05,12,False,10,255.0,False,-3673.68994140625,3797.89990234375,95.52999877929688,-2592.60009765625,3827.0001220703125,-177.90000915527344,-4209.4000244140625,-2851.9000244140625,-3120.2999877929688,1.0,0.3137247099093585,-1.7184912835019204,0.23426148669072624,49.23685836791992,0.041412100195884705,270,,True,1.0,,
-2926.580078125,4072.340087890625,17.010000228881836,-15273.800048828125,-3212.7999877929688,2.0999999344348907,4.099999964237213,0.9000000357627869,1141.6999816894531,155.0,128.0,,0.009588772015575852,-2.87625565752745,-3.203320249705085e-05,255.0,False,6,False,8,-188.8000030517578,4322.27001953125,17.020000457763672,-13521.8994140625,-1333.699951171875,0.7000000029802322,0.7000000029802322,-0.09999999776482582,-178.1999969482422,211.0,128.0,,0.009566771275582904,-3.0634380144711977,0.00014188088427470968,12,False,10,255.0,False,-3688.81005859375,3820.199951171875,93.23999786376953,-2587.6998901367188,3820.0,-556.1999893188477,-4209.4000244140625,-2851.9000244140625,-3120.2999877929688,1.0,0.10901209375796504,-1.8554083929245861,0.45366564705347817,49.27714920043945,0.0402912013232708,270,,True,1.0,310.0,
-2926.580078125,4072.340087890625,17.010000228881836,-15273.800048828125,-3212.7999877929688,2.0999999344348907,4.099999964237213,0.9000000357627869,1141.6999816894531,153.0,128.0,,0.009588772015575852,-2.87625565752745,-3.203320249705085e-05,255.0,False,6,False,8,-188.8000030517578,4322.27001953125,17.020000457763672,-13521.8994140625,-1333.699951171875,0.7000000029802322,0.7000000029802322,-0.09999999776482582,-178.1999969482422,211.0,128.0,,0.009566771275582904,-3.0634380144711977,0.00014188088427470968,12,False,10,255.0,False,-3697.449951171875,3832.949951171875,93.51000213623047,-2589.5001220703125,3822.60009765625,257.39999771118164,-4191.300048828125,-2839.2999267578125,-3120.2999877929688,1.0,0.007662469210348442,-1.9517597979119135,0.5890228536709804,49.31220626831055,0.03505289927124977,270,,True,1.0,,
-3027.300048828125,4047.090087890625,17.010000228881836,-14991.500244140625,-4171.400146484375,2.0999999344348907,0.09999999776482582,0.0,364.39998626708984,153.0,128.0,,0.009606531572095397,-2.834362010174779,-0.0001666803246712247,255.0,False,6,False,8,-302.1099853515625,4312.68017578125,17.020000457763672,-13650.899658203125,-1052.699966430664,0.7000000029802322,0.7999999821186066,-0.09999999776482582,-44.099998474121094,212.0,128.0,,0.009567995345667166,-3.0708668436805473,8.47788518564624e-05,12,False,10,255.0,False,-3710.389892578125,3852.030029296875,93.83999633789062,-2585.2999877929688,3816.6000366210938,-67.8000020980835,-4191.300048828125,-2839.2999267578125,-3120.2999877929688,1.0,-0.11626781248569765,-2.1206712610866374,0.8098923477578261,49.356082916259766,0.04387339949607849,270,,True,1.0,,
-3027.300048828125,4047.090087890625,17.010000228881836,-14991.500244140625,-4171.400146484375,2.0999999344348907,0.09999999776482582,0.0,364.39998626708984,150.0,49.0,,0.009606531572095397,-2.834362010174779,-0.0001666803246712247,255.0,False,6,False,8,-302.1099853515625,4312.68017578125,17.020000457763672,-13650.899658203125,-1052.699966430664,0.7000000029802322,0.7999999821186066,-0.09999999776482582,-44.099998474121094,212.0,128.0,,0.009567995345667166,-3.0708668436805473,8.47788518564624e-05,12,False,10,255.0,False,-3714.68994140625,3858.389892578125,93.58999633789062,-2583.900146484375,3814.5999145507812,-176.00000381469727,-4191.300048828125,-2839.2999267578125,-3120.2999877929688,1.0,-0.14869878655480323,-2.183085684777907,0.8884677265140919,49.390052795410156,0.033973101526498795,270,,True,1.0,,
-3151.260009765625,4009.280029296875,17.010000228881836,-14803.199462890625,-4748.699951171875,2.0999999344348907,-0.7999999821186066,0.0,93.80000114440918,149.0,0.0,,0.009611000247915126,-2.8188919475341385,-0.00011366772036964146,255.0,False,6,False,8,-393.44000244140625,4305.9599609375,17.020000457763672,-13738.599853515625,-981.1000061035156,0.7000000029802322,0.7000000029802322,-0.09999999776482582,-14.700000286102295,212.0,128.0,,0.00956843514516273,-3.0725403562498705,6.598936573962421e-05,12,False,10,255.0,False,-3727.590087890625,3877.469970703125,93.25,-2582.5,3812.60009765625,94.39999580383301,-4180.400085449219,-2831.7001342773438,-3120.2999877929688,1.0,-0.21450397661911993,-2.384978699571781,1.1364296221365189,49.424713134765625,0.034660398960113525,270,,True,1.0,,
-3151.260009765625,4009.280029296875,17.010000228881836,-14803.199462890625,-4748.699951171875,2.0999999344348907,-0.7999999821186066,0.0,93.80000114440918,152.0,0.0,,0.009611000247915126,-2.8188919475341385,-0.00011366772036964146,255.0,False,6,False,8,-393.44000244140625,4305.9599609375,17.020000457763672,-13738.599853515625,-981.1000061035156,0.7000000029802322,0.7000000029802322,-0.09999999776482582,-14.700000286102295,212.0,128.0,,0.00956843514516273,-3.0725403562498705,6.598936573962421e-05,12,False,10,255.0,False,-3736.18994140625,3890.169921875,93.11000061035156,-2579.7000122070312,3808.599853515625,-122.10000038146973,-4180.400085449219,-2831.7001342773438,-3120.2999877929688,1.0,-0.22967971658229022,-2.5271605913687964,1.3081925154019496,49.459136962890625,0.03442220017313957,270,,True,1.0,,
-3274.81005859375,3970.919921875,17.010000228881836,-14901.700439453125,-4256.600036621094,2.199999988079071,1.1999999731779099,0.5000000074505806,-1297.2999572753906,152.0,0.0,,0.009593795186171513,-2.8660427192200135,-0.0002547001421159565,255.0,False,6,False,8,-508.3900146484375,4297.919921875,17.020000457763672,-13838.499755859375,-956.5000152587891,0.7000000029802322,0.5999999865889549,-0.09999999776482582,-3.6000001430511475,212.0,128.0,,0.009568824933689175,-3.0731774034350363,5.215816886728092e-05,12,False,10,255.0,False,-3744.7900390625,3902.85009765625,93.08999633789062,-2578.2998657226562,3806.6000366210938,-89.20000076293945,-4174.89990234375,-2827.7999877929688,-3120.2999877929688,1.0,-0.22087194538355115,-2.6699511559215283,1.480345005869436,49.493282318115234,0.03414670005440712,270,,True,1.0,,
-3274.81005859375,3970.919921875,17.010000228881836,-14901.700439453125,-4256.600036621094,2.199999988079071,1.1999999731779099,0.5000000074505806,-1297.2999572753906,151.0,0.0,,0.009593795186171513,-2.8660427192200135,-0.0002547001421159565,255.0,False,6,False,8,-508.3900146484375,4297.919921875,17.020000457763672,-13838.499755859375,-956.5000152587891,0.7000000029802322,0.5999999865889549,-0.09999999776482582,-3.6000001430511475,212.0,128.0,,0.009568824933689175,-3.0731774034350363,5.215816886728092e-05,12,False,10,255.0,False,-3753.389892578125,3915.530029296875,93.12999725341797,-2576.7999267578125,3804.5999145507812,0.0,-4169.4000244140625,-2823.900146484375,-3120.2999877929688,1.0,-0.18860598805612577,-2.8084930825798304,1.6485815645539512,49.5307502746582,0.03746740147471428,270,,True,1.0,,
-3274.81005859375,3970.919921875,17.010000228881836,-14901.700439453125,-4256.600036621094,2.199999988079071,1.1999999731779099,0.5000000074505806,-1297.2999572753906,187.0,0.0,,0.009593795186171513,-2.8660427192200135,-0.0002547001421159565,255.0,False,6,False,8,-508.3900146484375,4297.919921875,17.020000457763672,-13838.499755859375,-956.5000152587891,0.7000000029802322,0.5999999865889549,-0.09999999776482582,-3.6000001430511475,212.0,128.0,,0.009568824933689175,-3.0731774034350363,5.215816886728092e-05,12,False,10,255.0,False,-3762.010009765625,3927.929931640625,94.5,-2585.10009765625,3709.7000122070312,414.39998626708984,-4356.600036621094,-2689.2999267578125,-3102.6998901367188,1.0,-0.139585741503425,-2.939311849617929,1.8140218063423779,49.572174072265625,0.04142230004072189,270,,True,1.0,,
-3400.169921875,3941.840087890625,17.010000228881836,-15152.39990234375,-2718.0999755859375,2.3000000417232513,-1.5000000596046448,0.0,-1835.7000732421875,242.0,0.0,,0.009611372609103335,-3.003996550140968,-0.00018670723033592287,255.0,False,6,False,8,-624.1400146484375,4289.93994140625,17.020000457763672,-13932.099609375,-954.5999908447266,0.7000000029802322,0.5999999865889549,-0.09999999776482582,-0.7999999821186066,213.0,128.0,,0.00956882923906418,-3.073328558287544,5.143500481732764e-05,12,False,10,255.0,False,-3770.590087890625,3940.27001953125,95.86000061035156,-2569.7000122070312,3698.9999389648438,412.5,-4344.89990234375,-2672.3001098632812,-3102.6998901367188,1.0,-0.07162094094351845,-3.0595813189616856,1.9709640110153108,49.61328125,0.04110980033874512,270,,True,1.0,,
-3501.5400390625,3930.070068359375,17.010000228881836,-15217.60009765625,-986.6999816894531,2.3000000417232513,-1.0999999940395355,0.0,-1963.0000305175781,255.0,109.0,,0.009587240764690034,-3.1318014708705824,-0.00010951682021389889,252.11330763755305,True,6,False,8,-624.1400146484375,4289.93994140625,17.020000457763672,-13932.099609375,-954.5999908447266,0.7000000029802322,0.5999999865889549,-0.09999999776482582,-0.7999999821186066,213.0,128.0,,0.00956882923906418,-3.073328558287544,5.143500481732764e-05,12,False,10,255.0,False,-3778.989990234375,3952.260009765625,98.43000030517578,-2424.7000122070312,3398.900146484375,1423.9999389648438,-4675.4998779296875,-2352.5999450683594,-2933.2998657226562,1.0,0.010124762635798491,3.1168321529766705,2.1224371635785935,49.64684295654297,0.03355779871344566,270,,True,1.0,,
-3501.5400390625,3930.070068359375,17.010000228881836,-15217.60009765625,-986.6999816894531,2.3000000417232513,-1.0999999940395355,0.0,-1963.0000305175781,255.0,128.0,,0.009587240764690034,-3.1318014708705824,-0.00010951682021389889,248.73757422611277,True,6,False,8,-740.6400146484375,4281.93994140625,17.020000457763672,-14010.999755859375,-958.0000305175781,0.7000000029802322,0.5999999865889549,-0.09999999776482582,0.0,214.0,128.0,,0.009568829465288396,-3.073339352287906,5.138335767575609e-05,12,False,10,255.0,False,-3787.070068359375,3963.580078125,102.72000122070312,-2421.9000244140625,3395.2999877929688,1205.8000183105469,-4675.4998779296875,-2352.5999450683594,-2933.2998657226562,1.0,0.09933195917881572,3.0270540792160165,2.272576017960404,49.68608474731445,0.03924290090799332,270,,True,1.0,,
-3501.5400390625,3930.070068359375,17.010000228881836,-15217.60009765625,-986.6999816894531,2.3000000417232513,-1.0999999940395355,0.0,-1963.0000305175781,255.0,128.0,,0.009587240764690034,-3.1318014708705824,-0.00010951682021389889,245.67298090586098,True,6,False,8,-740.6400146484375,4281.93994140625,17.020000457763672,-14010.999755859375,-958.0000305175781,0.7000000029802322,0.5999999865889549,-0.09999999776482582,0.0,214.0,128.0,,0.009568829465288396,-3.073339352287906,5.138335767575609e-05,12,False,10,255.0,False,-3795.110107421875,3974.8701171875,106.5,-2373.9999389648438,3359.1000366210938,1247.300033569336,-4654.4000244140625,-2288.3999633789062,-2928.900146484375,1.0,0.20013309489642478,2.95055724447962,2.4160977767871574,49.721710205078125,0.035625897347927094,270,,True,1.0,,
