I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,I007I,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ENDGamers3,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,ball,game,game,game,game,game,game,I007I,ENDGamers3
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,boost,boost_active,dodge_active,double_jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,boost,boost_active,jump_active,double_jump_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,191.0,87.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.434322357177734,0.03769819810986519,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,187.0,113.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.471806049346924,0.03748390078544617,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,187.0,113.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.5094218254089355,0.037615299224853516,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,183.0,127.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.546905994415283,0.0374843031167984,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,183.0,127.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.584617614746094,0.03771199658513069,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,176.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.622246742248535,0.037629302591085434,300,,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,176.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.660330295562744,0.03808340057730675,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,176.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.696065425872803,0.035735297948122025,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,173.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.734153747558594,0.03808870166540146,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,173.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.772418022155762,0.038264498114585876,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,171.0,122.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.81365966796875,0.04124180227518082,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,171.0,122.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.853145122528076,0.03948519751429558,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,169.0,98.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.8914690017700195,0.03832400217652321,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,169.0,98.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.928902626037598,0.03743429854512215,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,167.0,104.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.9672369956970215,0.038334500044584274,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,167.0,104.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.004541873931885,0.03730519860982895,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,167.0,104.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.0429792404174805,0.038437601178884506,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,166.0,105.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.080214023590088,0.03723450005054474,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,166.0,105.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.118597030639648,0.03838310018181801,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,165.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.15897274017334,0.04037589952349663,300,3.0,,,,
-256.0,3840.0,18.329999923706055,0.0,0.0,3.100000023841858,-0.5999999865889549,0.0,0.0,,,,0.017113059583429523,-1.5708147175217646,-1.5725612007862035e-07,False,85.0,False,False,False,256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,165.0,128.0,,0.009544408615608195,1.5710025072147868,9.839855489961746e-07,85.0,False,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.192521572113037,0.033548399806022644,300,3.0,,,,
